|   Seq |             Name |       ra |      dec | amaj | amin |  PA | FWHM |     Sp |   Sint |    S_N |
|  9491 | G029.8459+0.0027 | 281.4489 |  -2.7451 |   27 |   25 | 111 |   26 |   0.57 |   1.06 |   6.47 |
|  9492 | G029.8537-0.0587 | 281.5072 |  -2.7661 |   34 |   29 | 138 |   32 |   1.24 |   3.34 |  14.25 |
|  9494 | G029.8618+0.0317 | 281.4304 |  -2.7176 |   43 |   34 |  71 |   38 |   0.72 |   2.87 |   7.49 |
|  9495 | G029.8630-0.0453 | 281.4995 |  -2.7517 |   38 |   24 |  93 |   30 |   1.65 |   4.11 |  20.27 |
|  9496 | G029.8846-0.7703 | 282.1553 |  -3.0633 |   39 |   19 |  44 |   27 |   0.53 |   1.06 |   6.06 |
|  9497 | G029.8866-0.7806 | 282.1655 |  -3.0662 |   39 |   29 |  57 |   34 |   0.91 |   2.83 |  11.85 |
|  9498 | G029.8871+0.0051 | 281.4656 |  -2.7073 |   34 |   24 |  93 |   28 |   0.95 |   2.05 |  10.06 |
|  9499 | G029.8894-0.0079 | 281.4782 |  -2.7112 |   43 |   28 |  91 |   35 |   0.63 |   2.08 |   7.64 |
|  9501 | G029.9058-0.8056 | 282.1965 |  -3.0605 |   36 |   21 |   6 |   27 |   0.52 |   1.05 |   6.78 |
|  9502 | G029.9064-0.0504 | 281.5239 |  -2.7154 |   36 |   19 |  61 |   26 |   0.58 |   1.08 |   7.04 |
|  9503 | G029.9112-0.0436 | 281.5200 |  -2.7080 |   36 |   29 |  35 |   32 |   2.82 |   8.02 |  31.51 |
|  9504 | G029.9192-0.0531 | 281.5321 |  -2.7053 |   42 |   25 |   1 |   32 |   1.32 |   3.75 |  13.94 |
|  9505 | G029.9206-0.0140 | 281.4979 |  -2.6862 |   27 |   19 |  97 |   23 |   0.92 |   1.30 |  10.47 |
|  9506 | G029.9278-0.0424 | 281.5265 |  -2.6927 |   27 |   27 |  17 |   27 |   0.93 |   1.87 |  10.85 |
|  9507 | G029.9310-0.0652 | 281.5482 |  -2.7003 |   30 |   26 | -10 |   28 |   2.17 |   4.68 |  25.17 |
|  9508 | G029.9351-0.0752 | 281.5591 |  -2.7012 |   34 |   23 | -15 |   28 |   0.58 |   1.22 |   6.07 |
|  9509 | G029.9378-0.0524 | 281.5400 |  -2.6884 |   42 |   27 |  15 |   34 |   1.09 |   3.36 |  12.30 |
|  9510 | G029.9388-0.0636 | 281.5504 |  -2.6926 |   29 |   19 |  93 |   23 |   0.61 |   0.91 |   6.67 |
|  9511 | G029.9405-0.7886 | 282.1972 |  -3.0219 |   40 |   21 | -25 |   29 |   0.61 |   1.38 |   6.87 |
|  9514 | G029.9512-0.0092 | 281.5076 |  -2.6568 |   23 |   19 | 117 |   21 |   0.66 |   0.79 |   6.03 |
|  9515 | G029.9524+0.1513 | 281.3652 |  -2.5824 |   32 |   25 | 136 |   29 |   0.51 |   1.12 |   5.97 |
|  9516 | G029.9549-0.0162 | 281.5156 |  -2.6566 |   26 |   24 |  83 |   25 |  11.00 |  18.42 |  91.05 |
|  9517 | G029.9609-0.7903 | 282.2080 |  -3.0045 |   35 |   24 |  80 |   29 |   0.85 |   1.95 |  11.24 |
|  9518 | G029.9649-0.0111 | 281.5156 |  -2.6454 |   28 |   28 | -39 |   28 |   1.46 |   3.19 |  16.60 |
|  9519 | G029.9694-0.0529 | 281.5549 |  -2.6605 |   32 |   26 |  48 |   29 |   1.05 |   2.44 |  11.40 |
|  9520 | G029.9726-0.0110 | 281.5190 |  -2.6385 |   30 |   19 |  63 |   24 |   0.76 |   1.17 |   8.38 |
|  9521 | G029.9761-0.0473 | 281.5529 |  -2.6520 |   30 |   30 |   3 |   30 |   2.39 |   5.81 |  29.17 |
|  9522 | G029.9989-0.1423 | 281.6480 |  -2.6750 |   28 |   24 | 129 |   26 |   0.60 |   1.09 |   6.99 |
|  9524 | G030.0060-0.2714 | 281.7662 |  -2.7276 |   57 |   29 |  48 |   40 |   2.06 |   9.05 |  23.66 |
|  9525 | G030.0062-0.1192 | 281.6308 |  -2.6580 |   32 |   21 |  93 |   26 |   0.59 |   1.08 |   7.11 |
|  9528 | G030.0127-0.0307 | 281.5548 |  -2.6119 |   30 |   22 |  97 |   26 |   0.53 |   0.98 |   6.62 |
|  9529 | G030.0191-0.0482 | 281.5734 |  -2.6141 |   45 |   31 |  55 |   38 |   1.39 |   5.36 |  17.99 |
|  9531 | G030.0294+0.1159 | 281.4319 |  -2.5301 |   68 |   20 |  95 |   36 |   0.58 |   2.09 |   7.87 |
|  9532 | G030.0556+0.0995 | 281.4585 |  -2.5143 |   28 |   25 |  52 |   26 |   0.53 |   1.00 |   6.56 |
|  9533 | G030.0985+0.0763 | 281.4988 |  -2.4867 |   24 |   22 |   7 |   23 |   0.73 |   1.04 |   9.08 |
|  9536 | G030.1963+0.3107 | 281.3347 |  -2.2927 |   23 |   22 |  18 |   23 |   0.65 |   0.90 |   8.73 |
|  9537 | G030.1978-0.1683 | 281.7620 |  -2.5099 |   25 |   22 | 122 |   23 |   0.85 |   1.28 |  11.53 |
|  9538 | G030.2140-0.1875 | 281.7865 |  -2.5043 |   51 |   31 |  74 |   40 |   1.56 |   6.70 |  19.26 |
|  9542 | G030.2233-0.1791 | 281.7833 |  -2.4922 |   34 |   27 |  33 |   30 |   0.97 |   2.38 |  12.25 |
|  9544 | G030.2355+0.5695 | 281.1222 |  -2.1395 |   26 |   23 |  88 |   25 |   0.56 |   0.91 |   7.36 |
|  9547 | G030.2509+0.0533 | 281.5889 |  -2.3615 |   35 |   26 | -20 |   30 |   0.91 |   2.26 |  11.89 |
|  9550 | G030.2941+0.0559 | 281.6064 |  -2.3219 |   26 |   25 |  84 |   25 |   1.22 |   2.11 |  17.44 |
|  9552 | G030.2983-0.2033 | 281.8391 |  -2.4365 |   36 |   33 |  76 |   35 |   0.74 |   2.43 |   9.82 |
|  9556 | G030.3162+0.0715 | 281.6025 |  -2.2951 |   30 |   21 |  78 |   25 |   0.72 |   1.22 |   9.73 |
|  9559 | G030.3413-0.1157 | 281.7808 |  -2.3582 |   30 |   22 |  74 |   25 |   0.87 |   1.50 |  12.04 |
|  9560 | G030.3470+0.3923 | 281.3309 |  -2.1213 |   28 |   25 |  81 |   26 |   1.10 |   2.08 |  15.38 |
|  9565 | G030.3619+0.1072 | 281.5916 |  -2.2382 |   44 |   27 | -12 |   34 |   0.90 |   2.89 |  11.69 |
|  9567 | G030.3678+0.4836 | 281.2592 |  -2.0611 |   28 |   23 |  20 |   25 |   0.72 |   1.22 |  10.04 |
|  9571 | G030.3862-0.1045 | 281.7913 |  -2.3131 |   34 |   30 |  36 |   32 |   1.74 |   4.79 |  23.15 |
|  9572 | G030.3886+0.1242 | 281.5886 |  -2.2067 |   32 |   24 |  80 |   28 |   0.55 |   1.17 |   7.46 |
|  9573 | G030.3996-0.2962 | 281.9680 |  -2.3887 |   25 |   24 |  79 |   24 |   1.19 |   1.92 |  15.36 |
|  9574 | G030.4145-0.2225 | 281.9092 |  -2.3418 |   28 |   22 |   1 |   25 |   0.54 |   0.88 |   6.38 |
|  9575 | G030.4189-0.2306 | 281.9185 |  -2.3416 |   28 |   24 |  83 |   26 |   4.15 |   7.43 |  49.95 |
|  9576 | G030.4225+0.4662 | 281.2997 |  -2.0204 |   40 |   28 | 103 |   33 |   0.63 |   1.92 |   8.73 |
|  9577 | G030.4235-0.2142 | 281.9059 |  -2.3301 |   30 |   27 | 112 |   28 |   0.96 |   2.10 |  12.73 |
|  9578 | G030.4275-0.2359 | 281.9271 |  -2.3364 |   62 |   22 |  90 |   37 |   0.80 |   3.00 |  10.16 |
|  9579 | G030.4297-0.1158 | 281.8212 |  -2.2796 |   33 |   22 |  90 |   27 |   0.61 |   1.23 |   8.65 |
|  9581 | G030.4356-0.3809 | 282.0599 |  -2.3953 |   32 |   23 |  60 |   27 |   0.57 |   1.14 |   8.01 |
|  9585 | G030.4625+0.0340 | 281.7027 |  -2.1821 |   35 |   29 | 134 |   32 |   1.02 |   2.79 |  13.75 |
|  9591 | G030.5289-0.2593 | 281.9942 |  -2.2568 |   22 |   19 | 151 |   20 |   0.79 |   0.89 |  11.27 |
|  9592 | G030.5337+0.0215 | 281.7463 |  -2.1245 |   28 |   28 |  74 |   28 |   2.04 |   4.37 |  26.59 |
|  9595 | G030.5682-0.0258 | 281.8042 |  -2.1153 |   29 |   24 |   2 |   26 |   0.69 |   1.30 |   9.06 |
|  9598 | G030.5830-0.0491 | 281.8317 |  -2.1128 |   31 |   19 |  26 |   25 |   0.60 |   0.99 |   8.32 |
|  9601 | G030.5874-0.0428 | 281.8281 |  -2.1059 |   30 |   26 |  64 |   28 |   3.96 |   8.39 |  50.00 |
|  9603 | G030.5939+0.1820 | 281.6310 |  -1.9977 |   40 |   26 | 126 |   32 |   1.05 |   3.00 |  14.59 |
|  9604 | G030.5945-0.0464 | 281.8346 |  -2.1013 |   39 |   19 | 108 |   27 |   0.53 |   1.06 |   7.36 |
|  9607 | G030.6023+0.1764 | 281.6398 |  -1.9927 |   36 |   27 |  20 |   31 |   3.33 |   8.68 |  43.49 |
|  9609 | G030.6111+0.1791 | 281.6414 |  -1.9836 |   36 |   23 |  65 |   29 |   0.72 |   1.60 |  10.41 |
|  9613 | G030.6233+0.5472 | 281.3193 |  -1.8047 |   29 |   26 |  95 |   28 |   0.57 |   1.18 |   8.25 |
|  9615 | G030.6243-0.0631 | 281.8631 |  -2.0824 |   28 |   28 |  91 |   28 |   0.73 |   1.57 |   9.67 |
|  9618 | G030.6498-0.2033 | 281.9996 |  -2.1236 |   36 |   34 |  44 |   35 |   2.05 |   6.79 |  26.37 |
|  9619 | G030.6574+0.0446 | 281.7823 |  -2.0038 |   40 |   26 | 123 |   32 |   0.52 |   1.45 |   6.91 |
|  9620 | G030.6599+0.2295 | 281.6188 |  -1.9173 |   33 |   24 |   2 |   28 |   0.80 |   1.74 |  11.66 |
|  9621 | G030.6611-0.1333 | 281.9424 |  -2.0817 |   29 |   20 |  72 |   24 |   0.64 |   1.01 |   7.88 |
|  9622 | G030.6618-0.1431 | 281.9514 |  -2.0855 |   29 |   21 |  69 |   24 |   0.83 |   1.34 |  11.49 |
|  9626 | G030.6783-0.0386 | 281.8659 |  -2.0232 |   37 |   29 |  33 |   33 |   1.18 |   3.47 |  15.05 |
|  9628 | G030.6814-0.0735 | 281.8984 |  -2.0364 |   36 |   20 |  -9 |   27 |   2.01 |   3.92 |  25.65 |
|  9630 | G030.6849-0.2615 | 282.0674 |  -2.1190 |   32 |   24 |  62 |   27 |   1.60 |   3.26 |  22.05 |
|  9632 | G030.6858-0.0306 | 281.8622 |  -2.0129 |   53 |   34 |  66 |   42 |   1.48 |   7.22 |  18.36 |
|  9633 | G030.6889-0.0543 | 281.8847 |  -2.0209 |   22 |   19 |  91 |   21 |   0.54 |   0.62 |   6.16 |
|  9634 | G030.6900-0.0427 | 281.8749 |  -2.0146 |   32 |   22 |  79 |   27 |   0.95 |   1.83 |  10.66 |
|  9635 | G030.6911+0.2279 | 281.6345 |  -1.8902 |   24 |   24 | -32 |   24 |   0.71 |   1.13 |   9.94 |
|  9636 | G030.6932-0.1483 | 281.9704 |  -2.0600 |   35 |   23 |  -7 |   28 |   0.57 |   1.21 |   7.97 |
|  9637 | G030.6934-0.0611 | 281.8929 |  -2.0200 |   51 |   26 |  96 |   37 |   2.38 |   8.70 |  26.40 |
|  9639 | G030.7014-0.0592 | 281.8948 |  -2.0120 |   26 |   19 |   1 |   23 |   0.78 |   1.08 |   7.29 |
|  9640 | G030.7016-0.0672 | 281.9020 |  -2.0155 |   31 |   26 |  22 |   28 |  11.53 |  25.14 |  98.97 |
|  9642 | G030.7040+0.1048 | 281.7500 |  -1.9349 |   53 |   31 |  99 |   41 |   0.59 |   2.66 |   8.11 |
|  9644 | G030.7118-0.0740 | 281.9127 |  -2.0095 |   29 |   20 |  71 |   24 |   2.32 |   3.62 |  24.91 |
|  9648 | G030.7173-0.0822 | 281.9225 |  -2.0083 |   29 |   23 |  69 |   26 |   6.52 |  11.72 |  67.41 |
|  9650 | G030.7306-0.0604 | 281.9092 |  -1.9866 |   23 |   19 | 133 |   21 |   0.71 |   0.87 |   8.55 |
|  9652 | G030.7312-0.0783 | 281.9254 |  -1.9942 |   36 |   22 | 106 |   28 |   1.80 |   3.84 |  22.63 |
|  9653 | G030.7391-0.0474 | 281.9015 |  -1.9731 |   25 |   21 |  -3 |   23 |   1.31 |   1.82 |  14.40 |
|  9656 | G030.7412-0.0610 | 281.9146 |  -1.9774 |   51 |   32 | 113 |   40 |   3.67 |  16.12 |  39.32 |
|  9657 | G030.7434-0.0008 | 281.8620 |  -1.9480 |   58 |   29 | -12 |   41 |   0.90 |   4.17 |  11.61 |
|  9658 | G030.7479-0.0259 | 281.8864 |  -1.9555 |   24 |   19 |   5 |   21 |   0.61 |   0.76 |   7.82 |
|  9659 | G030.7489+0.0144 | 281.8510 |  -1.9362 |   74 |   31 | 140 |   48 |   0.67 |   4.20 |   9.13 |
|  9660 | G030.7521-0.0501 | 281.9099 |  -1.9628 |   36 |   23 |  31 |   29 |   3.35 |   7.41 |  36.52 |
|  9661 | G030.7561+0.0040 | 281.8635 |  -1.9345 |   25 |   21 |  16 |   23 |   0.55 |   0.79 |   6.94 |
|  9662 | G030.7566+0.2056 | 281.6842 |  -1.8421 |   35 |   25 | 147 |   29 |   1.40 |   3.25 |  18.16 |
|  9664 | G030.7604-0.0533 | 281.9165 |  -1.9569 |   23 |   19 |  90 |   21 |   0.89 |   1.05 |  10.60 |
|  9666 | G030.7626-0.0310 | 281.8976 |  -1.9447 |   31 |   20 |  50 |   25 |   0.95 |   1.62 |  11.86 |
|  9667 | G030.7649+0.2101 | 281.6840 |  -1.8327 |   38 |   26 |  54 |   31 |   0.71 |   1.87 |   9.92 |
|  9668 | G030.7659-0.0456 | 281.9121 |  -1.9484 |   27 |   19 | 116 |   23 |   1.30 |   1.84 |  15.94 |
|  9670 | G030.7696-0.8039 | 282.5892 |  -2.2909 |   30 |   30 |  97 |   30 |   0.80 |   1.94 |  10.32 |
|  9671 | G030.7716-0.0879 | 281.9524 |  -1.9627 |   53 |   27 |  26 |   38 |   0.89 |   3.46 |  11.12 |
|  9672 | G030.7724-0.2157 | 282.0666 |  -2.0202 |   36 |   28 |   0 |   32 |   1.88 |   5.22 |  25.04 |
|  9674 | G030.7785+0.2310 | 281.6716 |  -1.8110 |   23 |   19 | -10 |   21 |   0.55 |   0.66 |   6.82 |
|  9677 | G030.7844-0.0217 | 281.8994 |  -1.9210 |   49 |   33 |  81 |   40 |   2.98 |  13.10 |  35.06 |
|  9678 | G030.7848-0.2123 | 282.0692 |  -2.0077 |   44 |   20 | -26 |   30 |   0.71 |   1.71 |  10.16 |
|  9679 | G030.7859+0.2042 | 281.6989 |  -1.8167 |   28 |   24 | -12 |   26 |   3.27 |   5.90 |  42.21 |
|  9680 | G030.7894-0.0313 | 281.9101 |  -1.9210 |   31 |   26 | -15 |   28 |   1.04 |   2.25 |  12.16 |
|  9681 | G030.7912-0.1173 | 281.9875 |  -1.9586 |   26 |   25 | 143 |   26 |   0.51 |   0.91 |   6.51 |
|  9682 | G030.7918-0.0391 | 281.9182 |  -1.9224 |   20 |   19 | 134 |   19 |   0.58 |   0.58 |   7.26 |
|  9683 | G030.7937-0.0127 | 281.8955 |  -1.9087 |   45 |   25 | 128 |   33 |   0.70 |   2.13 |   8.63 |
|  9684 | G030.7941+0.0736 | 281.8189 |  -1.8689 |   35 |   23 |  48 |   28 |   0.52 |   1.14 |   7.11 |
|  9686 | G030.7986-0.0221 | 281.9062 |  -1.9086 |   36 |   23 |  71 |   29 |   0.99 |   2.28 |  11.83 |
|  9687 | G030.8071-0.0322 | 281.9190 |  -1.9056 |   25 |   19 | -17 |   22 |   1.33 |   1.73 |  12.30 |
|  9688 | G030.8083-0.0502 | 281.9356 |  -1.9128 |   27 |   24 |   1 |   25 |   4.28 |   7.42 |  38.83 |
|  9689 | G030.8114-0.1767 | 282.0496 |  -1.9677 |   40 |   28 |  86 |   33 |   0.78 |   2.36 |  10.91 |
|  9690 | G030.8121-0.1108 | 281.9913 |  -1.9371 |   31 |   22 |  17 |   26 |   0.70 |   1.27 |   9.25 |
|  9691 | G030.8130-0.0235 | 281.9140 |  -1.8964 |   33 |   24 | -14 |   28 |   2.32 |   4.96 |  24.11 |
|  9692 | G030.8166-0.0561 | 281.9446 |  -1.9081 |   27 |   24 |  22 |   26 |  23.69 |  42.25 | 145.92 |
|  9693 | G030.8183+0.2742 | 281.6513 |  -1.7558 |   28 |   25 |  92 |   27 |   0.96 |   1.85 |  12.87 |
|  9694 | G030.8218-0.1679 | 282.0466 |  -1.9545 |   36 |   31 | 131 |   33 |   0.54 |   1.64 |   7.54 |
|  9695 | G030.8219+0.0592 | 281.8444 |  -1.8508 |   36 |   25 |  42 |   30 |   0.71 |   1.71 |   9.94 |
|  9696 | G030.8225-0.1557 | 282.0360 |  -1.9483 |   48 |   25 |  83 |   34 |   0.88 |   2.83 |  12.54 |
|  9699 | G030.8275-0.1236 | 282.0097 |  -1.9292 |   20 |   19 |  80 |   19 |   0.54 |   0.55 |   7.43 |
|  9700 | G030.8280-0.0593 | 281.9527 |  -1.8994 |   51 |   22 |  51 |   33 |   1.41 |   4.27 |  15.13 |
|  9703 | G030.8408-0.0201 | 281.9236 |  -1.8702 |   37 |   19 |  41 |   26 |   0.79 |   1.50 |   9.48 |
|  9705 | G030.8447+0.1775 | 281.7495 |  -1.7765 |   34 |   23 |  95 |   28 |   0.52 |   1.09 |   7.41 |
|  9706 | G030.8458-0.1015 | 281.9984 |  -1.9028 |   28 |   22 | 115 |   25 |   0.60 |   0.98 |   8.34 |
|  9707 | G030.8472-0.0817 | 281.9814 |  -1.8926 |   33 |   29 |  57 |   31 |   1.57 |   4.05 |  21.17 |
|  9709 | G030.8523-0.1086 | 282.0077 |  -1.9002 |   39 |   26 |  65 |   32 |   0.77 |   2.08 |  10.12 |
|  9710 | G030.8547+0.1481 | 281.7802 |  -1.7810 |   53 |   24 |  22 |   36 |   0.90 |   3.15 |  12.35 |
|  9711 | G030.8620+0.0392 | 281.8805 |  -1.8242 |   34 |   19 |  98 |   25 |   0.61 |   1.08 |   7.62 |
|  9712 | G030.8624-0.0394 | 281.9506 |  -1.8597 |   29 |   20 | 109 |   24 |   0.64 |   1.02 |   9.02 |
|  9713 | G030.8654+0.1143 | 281.8152 |  -1.7870 |   28 |   25 |  28 |   26 |   2.89 |   5.45 |  38.17 |
|  9715 | G030.8666-0.1197 | 282.0241 |  -1.8926 |   36 |   28 |  49 |   32 |   0.60 |   1.62 |   8.36 |
|  9717 | G030.8743-0.0946 | 282.0052 |  -1.8743 |   29 |   23 | 159 |   26 |   0.88 |   1.60 |  11.69 |
|  9718 | G030.8757+0.0589 | 281.8692 |  -1.8030 |   37 |   24 | -36 |   30 |   1.38 |   3.35 |  18.36 |
|  9720 | G030.8930+0.1383 | 281.8064 |  -1.7514 |   42 |   26 |  29 |   33 |   1.57 |   4.72 |  21.57 |
|  9721 | G030.8968+0.1624 | 281.7867 |  -1.7370 |   30 |   24 |  80 |   26 |   1.98 |   3.77 |  25.08 |
|  9723 | G030.9005-0.0339 | 281.9632 |  -1.8233 |   26 |   21 | 108 |   24 |   0.58 |   0.87 |   7.69 |
|  9724 | G030.9046+0.1351 | 281.8146 |  -1.7426 |   32 |   25 | -18 |   28 |   0.56 |   1.23 |   8.12 |
|  9725 | G030.9123+0.7193 | 281.2981 |  -1.4691 |   36 |   29 |  57 |   32 |   0.58 |   1.65 |   8.24 |
|  9726 | G030.9193+0.0913 | 281.8603 |  -1.7494 |   34 |   25 | 132 |   29 |   1.12 |   2.51 |  15.80 |
|  9728 | G030.9436+0.0356 | 281.9209 |  -1.7533 |   23 |   20 | 104 |   21 |   0.60 |   0.72 |   8.68 |
|  9730 | G030.9582+0.0862 | 281.8826 |  -1.7172 |   31 |   30 |  38 |   31 |   1.53 |   3.88 |  21.59 |
|  9734 | G030.9716-0.1414 | 282.0913 |  -1.8091 |   34 |   27 |  69 |   30 |   1.44 |   3.58 |  20.53 |
|  9735 | G030.9717+0.5626 | 281.4646 |  -1.4878 |   23 |   19 |  74 |   21 |   0.61 |   0.72 |   7.66 |
|  9736 | G030.9775+0.2155 | 281.7763 |  -1.6410 |   37 |   27 | 114 |   31 |   1.01 |   2.67 |  14.50 |
|  9738 | G030.9951+0.2350 | 281.7669 |  -1.6165 |   41 |   27 | 124 |   33 |   0.54 |   1.62 |   7.83 |
|  9739 | G030.9961-0.0764 | 282.0446 |  -1.7576 |   27 |   25 |  26 |   26 |   1.32 |   2.37 |  17.96 |
|  9742 | G031.0095+0.3603 | 281.6620 |  -1.5465 |   41 |   33 |  25 |   37 |   0.51 |   1.90 |   7.28 |
|  9745 | G031.0243+0.2639 | 281.7545 |  -1.5773 |   44 |   25 | 136 |   33 |   0.55 |   1.63 |   7.66 |
|  9747 | G031.0410+0.2456 | 281.7785 |  -1.5708 |   52 |   19 | 126 |   31 |   0.51 |   1.35 |   6.99 |
|  9749 | G031.0446+0.2599 | 281.7674 |  -1.5610 |   42 |   22 |  83 |   30 |   0.82 |   2.05 |  11.07 |
|  9751 | G031.0462+0.3584 | 281.6805 |  -1.5147 |   31 |   26 | 139 |   28 |   1.26 |   2.75 |  16.42 |
|  9752 | G031.0548+0.4694 | 281.5856 |  -1.4564 |   37 |   20 | -14 |   27 |   0.99 |   1.97 |  12.23 |
|  9753 | G031.0593+0.0942 | 281.9216 |  -1.6236 |   25 |   22 | 149 |   23 |   0.66 |   0.97 |   8.89 |
|  9755 | G031.0703+0.0492 | 281.9666 |  -1.6343 |   35 |   29 | 122 |   32 |   0.66 |   1.83 |   9.41 |
|  9756 | G031.0761+0.4585 | 281.6050 |  -1.4424 |   32 |   23 |  42 |   27 |   1.15 |   2.35 |  13.81 |
|  9761 | G031.1205+0.0253 | 282.0108 |  -1.6006 |   25 |   19 |  82 |   22 |   0.76 |   0.98 |  10.50 |
|  9762 | G031.1210+0.0631 | 281.9774 |  -1.5829 |   33 |   19 |  25 |   25 |   0.55 |   0.93 |   6.94 |
|  9765 | G031.1496+0.2650 | 281.8108 |  -1.4653 |   44 |   29 |  89 |   36 |   0.64 |   2.19 |   8.92 |
|  9766 | G031.1576+0.0470 | 282.0085 |  -1.5576 |   31 |   25 |  68 |   28 |   1.51 |   3.10 |  21.23 |
|  9770 | G031.2083+0.1009 | 281.9836 |  -1.4879 |   38 |   24 | 129 |   30 |   0.54 |   1.32 |   7.30 |
|  9771 | G031.2210+0.0203 | 282.0612 |  -1.5133 |   25 |   19 |  91 |   22 |   0.64 |   0.82 |   8.46 |
|  9772 | G031.2344-0.0722 | 282.1496 |  -1.5437 |   44 |   25 |  -7 |   33 |   0.53 |   1.57 |   6.95 |
|  9773 | G031.2372-0.0106 | 282.0961 |  -1.5130 |   24 |   19 | 125 |   21 |   0.62 |   0.77 |   8.40 |
|  9774 | G031.2388+0.0634 | 282.0309 |  -1.4779 |   28 |   26 |  97 |   27 |   0.64 |   1.28 |   8.59 |
|  9776 | G031.2429-0.1107 | 282.1877 |  -1.5536 |   28 |   21 | 106 |   24 |   3.32 |   5.29 |  42.04 |
|  9778 | G031.2515+0.0571 | 282.0423 |  -1.4694 |   55 |   27 | -21 |   39 |   0.63 |   2.55 |   9.29 |
|  9780 | G031.2703+0.0633 | 282.0453 |  -1.4499 |   27 |   23 | 158 |   25 |   1.52 |   2.54 |  19.72 |
|  9783 | G031.2804+0.0622 | 282.0509 |  -1.4414 |   32 |   25 |  26 |   28 |   6.20 |  13.52 |  62.32 |
|  9787 | G031.3944+0.3067 | 281.8853 |  -1.2284 |   23 |   19 | 129 |   21 |   0.57 |   0.68 |   7.42 |
|  9788 | G031.3959-0.2568 | 282.3876 |  -1.4841 |   25 |   24 | -16 |   24 |   5.27 |   8.54 |  60.11 |
|  9789 | G031.4110+0.3173 | 281.8835 |  -1.2088 |   27 |   19 | -12 |   23 |   0.76 |   1.05 |   6.24 |
|  9790 | G031.4119+0.2998 | 281.8994 |  -1.2160 |   24 |   19 |  -6 |   22 |   0.96 |   1.22 |   7.70 |
|  9791 | G031.4120+0.3076 | 281.8926 |  -1.2123 |   24 |   22 |  83 |   23 |  21.55 |  31.26 | 136.93 |
|  9793 | G031.4196+0.3097 | 281.8942 |  -1.2046 |   34 |   19 |  80 |   25 |   1.00 |   1.75 |   9.44 |
|  9795 | G031.4969+0.1778 | 282.0469 |  -1.1960 |   26 |   21 |  72 |   23 |   0.58 |   0.86 |   7.71 |
|  9797 | G031.5609+0.3776 | 281.8983 |  -1.0479 |   23 |   19 |  51 |   21 |   0.59 |   0.70 |   7.94 |
|  9799 | G031.5813+0.0779 | 282.1743 |  -1.1665 |   27 |   24 |  90 |   26 |   4.49 |   7.94 |  51.60 |
|  9800 | G031.5840-0.1177 | 282.3496 |  -1.2533 |   28 |   21 |   0 |   24 |   0.65 |   1.01 |   8.25 |
|  9801 | G031.5939-0.1922 | 282.4204 |  -1.2785 |   25 |   20 | 126 |   22 |   0.76 |   1.03 |   9.70 |
|  9805 | G031.6679+0.2415 | 282.0682 |  -1.0148 |   36 |   21 |  13 |   27 |   0.68 |   1.36 |   8.98 |
|  9807 | G031.6766+0.2452 | 282.0688 |  -1.0054 |   24 |   19 | 123 |   22 |   0.61 |   0.76 |   7.89 |
|  9809 | G031.6972-0.1871 | 282.4630 |  -1.1841 |   40 |   19 |  22 |   28 |   0.51 |   1.07 |   6.45 |
|  9814 | G031.8245-0.1120 | 282.4543 |  -1.0366 |   33 |   24 |  58 |   28 |   0.51 |   1.13 |   6.80 |
|  9817 | G031.9470+0.0762 | 282.3426 |  -0.8418 |   34 |   24 |  44 |   28 |   0.56 |   1.23 |   7.41 |
|  9819 | G031.9829+0.0653 | 282.3687 |  -0.8148 |   33 |   22 | -21 |   27 |   0.59 |   1.14 |   7.42 |
|  9821 | G032.0016-0.1987 | 282.6121 |  -0.9186 |   32 |   23 | 145 |   27 |   0.52 |   1.04 |   6.11 |
|  9822 | G032.0102+0.0577 | 282.3879 |  -0.7940 |   42 |   23 |  37 |   31 |   0.80 |   2.08 |   9.40 |
|  9823 | G032.0180+0.0637 | 282.3862 |  -0.7843 |   41 |   32 | -37 |   36 |   1.50 |   5.39 |  18.54 |
|  9824 | G032.0267+0.0570 | 282.3960 |  -0.7796 |   44 |   22 |  96 |   31 |   0.87 |   2.26 |  10.66 |
|  9825 | G032.0351+0.0559 | 282.4009 |  -0.7726 |   30 |   28 |  -7 |   29 |   2.11 |   4.79 |  23.39 |
|  9826 | G032.0439+0.0595 | 282.4017 |  -0.7631 |   27 |   27 | 119 |   27 |   5.20 |  10.58 |  57.56 |
|  9827 | G032.0508+0.0616 | 282.4029 |  -0.7561 |   25 |   23 | 134 |   24 |   0.58 |   0.89 |   6.36 |
|  9828 | G032.1037-0.0729 | 282.5468 |  -0.7703 |   33 |   19 |   1 |   25 |   0.58 |   1.01 |   6.41 |
|  9829 | G032.1173+0.0909 | 282.4072 |  -0.6835 |   31 |   30 | -20 |   30 |   1.96 |   4.85 |  22.04 |
|  9831 | G032.1499+0.1346 | 282.3832 |  -0.6346 |   32 |   29 |  86 |   30 |   3.51 |   8.68 |  37.65 |
|  9832 | G032.1514+0.1215 | 282.3955 |  -0.6393 |   35 |   23 | 122 |   28 |   0.56 |   1.22 |   6.08 |
|  9833 | G032.1577+0.1366 | 282.3849 |  -0.6268 |   32 |   20 |  52 |   25 |   0.53 |   0.92 |   6.06 |
|  9834 | G032.2730-0.2261 | 282.7604 |  -0.6895 |   31 |   26 |   7 |   28 |   0.97 |   2.10 |  10.72 |
