|             Name |       ra |      dec | amaj | amin |  PA | FWHM |   Sp |  Sint |   S_N | nYSOs | nMIPS | nSIMBAD |
| G354.2064-0.0284 | 262.8034 | -33.8481 |   32 |   26 |  37 |   29 | 0.59 |  1.33 |  7.82 |     0 |     0 |       0 |
| G354.3403+0.4742 | 262.3878 | -33.4597 |   44 |   39 |  51 |   42 | 0.75 |  3.51 | 10.04 |     0 |     0 |       0 |
| G354.4525+0.4192 | 262.5169 | -33.3965 |   44 |   29 |  73 |   36 | 0.51 |  1.79 |  6.34 |     0 |     0 |       0 |
| G354.6506+0.4842 | 262.5826 | -33.1953 |   32 |   22 | -16 |   26 | 0.55 |  1.04 |  9.72 |     0 |     0 |       0 |
| G354.7189+0.3071 | 262.8044 | -33.2356 |   37 |   19 | 111 |   27 | 0.58 |  1.14 |  9.53 |     0 |     0 |       0 |
| G354.7285+0.3077 |   262.81 | -33.2272 |   39 |   19 |  40 |   27 |  0.7 |  1.42 | 12.43 |     0 |     0 |       0 |
| G354.8133+0.3514 | 262.8219 | -33.1323 |   43 |   26 |  48 |   33 | 0.54 |   1.6 |   9.7 |     0 |     0 |       0 |
| G354.9437-0.5381 | 263.7997 | -33.5075 |   36 |   33 |  37 |   35 | 1.42 |   4.6 | 20.74 |     0 |     0 |       0 |
| G355.2548-0.2656 | 263.7268 | -33.0984 |   29 |   21 |  31 |   25 | 0.58 |  0.97 |  8.66 |     0 |     0 |       0 |
| G355.2569+0.3646 | 263.0981 | -32.7539 |   26 |   24 |   4 |   25 | 0.56 |  0.98 |  7.59 |     0 |     0 |       0 |
| G355.5804+0.2272 | 263.4443 | -32.5576 |   24 |   21 |  95 |   23 | 0.84 |  1.18 | 12.27 |     0 |     0 |       0 |
| G355.7415+0.6550 | 263.1235 | -32.1894 |   34 |   28 |  66 |   30 |  0.8 |  2.02 | 11.95 |     0 |     0 |       0 |
| G356.0060-0.7534 | 264.6978 | -32.7271 |   57 |   30 |  50 |   41 | 0.61 |  2.78 |  8.98 |     0 |     0 |       0 |
| G356.2261+0.7052 | 263.3852 | -31.7558 |   32 |   24 |  40 |   27 | 1.09 |  2.19 | 15.98 |     0 |     0 |       0 |
| G358.4116-0.3842 | 265.8253 | -30.4909 |   29 |   23 |  80 |   26 | 0.51 |  0.91 |  8.24 |     0 |     0 |       0 |
| G358.4519-0.3874 | 265.8531 | -30.4583 |   26 |   26 |  -6 |   26 | 1.17 |  2.14 | 19.49 |     0 |     0 |       0 |
| G358.4579-0.4007 | 265.8698 | -30.4601 |   24 |   21 | 104 |   22 | 0.54 |  0.74 |  7.66 |     0 |     0 |       0 |
| G358.5723-0.3058 | 265.8459 | -30.3129 |   35 |   22 | 108 |   28 | 0.82 |  1.74 | 11.91 |     0 |     0 |       0 |
| G358.6500-0.7941 | 266.3755 | -30.5021 |   46 |   30 |  47 |   37 | 0.74 |  2.73 | 11.25 |     0 |     0 |       0 |
| G358.6771-0.4584 |   266.06 | -30.3037 |   49 |   28 | 151 |   37 | 0.54 |  1.98 |  8.41 |     0 |     0 |       0 |
| G358.7473-0.7778 | 266.4182 | -30.4107 |   27 |   20 | 107 |   23 | 0.57 |  0.81 |  8.83 |     0 |     0 |       0 |
| G359.0025+0.1684 | 265.6413 | -29.6977 |   37 |   30 |  57 |   33 | 0.58 |  1.75 |  9.31 |     0 |     0 |       0 |
| G359.0155+0.1479 | 265.6693 | -29.6974 |   53 |   32 |  70 |   42 | 0.55 |  2.58 |  8.17 |     0 |     0 |       0 |
| G359.0305-0.2236 | 266.0426 | -29.8797 |   45 |   31 |   5 |   37 | 0.51 |   1.9 |  7.76 |     0 |     0 |       0 |
| G359.1971+0.0207 | 265.9037 | -29.6098 |   32 |   32 |  96 |   32 | 0.65 |  1.83 | 10.05 |     0 |     0 |       0 |
| G359.2015+0.0068 | 265.9199 | -29.6133 |   57 |   38 |  30 |   47 | 0.69 |  4.09 | 10.87 |     0 |     0 |       0 |
| G359.2513-0.0261 | 265.9822 | -29.5881 |   55 |   26 | -13 |   38 | 0.55 |   2.1 |  8.21 |     0 |     0 |       0 |
| G359.3357-0.2401 | 266.2427 | -29.6282 |   32 |   30 |  79 |   31 | 0.59 |  1.54 |  9.03 |     0 |     0 |       0 |
| G359.3608-0.0077 |   266.03 | -29.4853 |   54 |   30 |  88 |   40 | 1.02 |  4.46 | 13.54 |     0 |     0 |       0 |
| G359.3615-0.4181 | 266.4329 |  -29.699 |   26 |   22 |  54 |   24 | 0.58 |   0.9 |  9.12 |     0 |     0 |       0 |
| G359.4423-0.1129 |  266.182 | -29.4708 |   33 |   19 |  24 |   25 | 0.68 |  1.15 |  7.61 |     0 |     0 |       0 |
| G359.4527-0.1039 | 266.1795 | -29.4573 |   22 |   19 |   8 |   20 | 0.57 |  0.64 |  7.49 |     0 |     0 |       0 |
| G359.4573-0.1583 | 266.2355 | -29.4818 |   43 |   24 | 113 |   32 | 0.56 |  1.52 |  8.26 |     0 |     0 |       0 |
| G359.4711-0.1175 | 266.2038 | -29.4487 |   40 |   35 |  37 |   38 | 1.33 |  5.09 | 19.69 |     0 |     0 |       0 |
| G359.4852-0.2442 | 266.3364 | -29.5028 |   38 |   30 |  50 |   34 | 0.53 |  1.66 |  7.63 |     0 |     0 |       0 |
| G359.4854-0.1237 | 266.2184 | -29.4397 |   31 |   31 |  30 |   31 | 0.67 |  1.76 |  9.75 |     0 |     0 |       0 |
| G359.4965-0.1699 | 266.2704 | -29.4544 |   34 |   30 | 130 |   32 | 0.61 |  1.68 |   8.6 |     0 |     0 |       0 |
| G359.5086-0.0512 | 266.1615 |  -29.382 |   37 |   25 |  80 |   30 | 0.74 |  1.81 |  9.98 |     0 |     0 |       0 |
| G359.5103-0.1712 | 266.2799 | -29.4433 |   55 |   25 |  60 |   37 | 0.58 |  2.13 |  8.53 |     0 |     0 |       0 |
| G359.5138-0.1558 | 266.2669 | -29.4323 |   37 |   22 |  79 |   28 | 0.69 |  1.49 | 10.54 |     0 |     0 |       0 |
| G359.5257-0.0096 | 266.1309 | -29.3457 |   26 |   24 |  75 |   25 | 0.77 |  1.32 | 11.61 |     0 |     0 |       0 |
| G359.5372-0.0016 |   266.13 | -29.3317 |   43 |   25 | -18 |   33 | 1.03 |  2.99 | 16.08 |     0 |     0 |       0 |
| G359.5400-0.1638 | 266.2905 | -29.4141 |   38 |   20 |   0 |   27 | 0.62 |  1.25 |  9.73 |     0 |     0 |       0 |
| G359.5454-0.0793 |  266.211 | -29.3654 |   33 |   28 |  43 |   30 | 0.87 |  2.14 |  13.7 |     0 |     0 |       0 |
| G359.5575-0.0933 |  266.232 | -29.3624 |   64 |   44 | 106 |   53 | 1.14 |  8.71 | 17.83 |     0 |     0 |       0 |
| G359.5728-0.2569 | 266.4013 | -29.4347 |   36 |   32 |   9 |   34 | 0.65 |  2.06 |  9.79 |     0 |     0 |       0 |
| G359.5948-0.1700 | 266.3294 | -29.3705 |   30 |   26 |  19 |   28 | 0.56 |  1.19 |  8.59 |     0 |     0 |       0 |
| G359.5985-0.2361 | 266.3963 | -29.4018 |   42 |   20 |  39 |   29 | 1.09 |  2.55 | 16.51 |     0 |     0 |       0 |
| G359.6042-0.0332 | 266.2011 | -29.2912 |   44 |   25 |  42 |   33 | 1.09 |  3.19 | 16.21 |     0 |     0 |       0 |
| G359.6067-0.0216 | 266.1912 |  -29.283 |   31 |   21 | 118 |   26 | 0.59 |  1.07 |  9.03 |     0 |     0 |       0 |
| G359.6100-0.1578 | 266.3265 | -29.3513 |   40 |   32 |  70 |   36 | 0.52 |  1.81 |  7.72 |     0 |     0 |       0 |
| G359.6137-0.0371 | 266.2107 | -29.2851 |   32 |   22 |  72 |   27 |  0.7 |  1.35 | 10.69 |     0 |     0 |       0 |
| G359.6209-0.0994 | 266.2759 | -29.3114 |   76 |   30 |  13 |   48 |  0.7 |   4.3 | 10.76 |     0 |     0 |       0 |
| G359.6246+0.0235 |  266.158 | -29.2441 |   39 |   33 |  40 |   36 |  0.6 |  2.06 |  8.62 |     0 |     0 |       0 |
| G359.6454-0.0251 | 266.2178 | -29.2518 |   57 |   25 |  21 |   38 | 0.59 |   2.3 |  8.58 |     0 |     0 |       0 |
| G359.6540-0.0064 | 266.2048 | -29.2347 |   43 |   25 |  -8 |   33 | 0.73 |  2.13 | 10.87 |     0 |     0 |       0 |
| G359.6542-0.1156 | 266.3117 | -29.2915 |   34 |   19 |  81 |   26 | 0.51 |   0.9 |  7.82 |     0 |     0 |       0 |
| G359.6545-0.2987 | 266.4911 | -29.3866 |   55 |   27 | -10 |   39 | 0.82 |  3.31 | 12.22 |     0 |     0 |       0 |
| G359.6625-0.1137 | 266.3148 | -29.2834 |   35 |   35 |  49 |   35 | 0.63 |   2.1 |  9.59 |     0 |     0 |       0 |
| G359.6659-0.2990 | 266.4982 | -29.3771 |   25 |   22 |  17 |   23 | 0.53 |   0.8 |  8.33 |     0 |     0 |       0 |
| G359.6749-0.1772 | 266.3843 |  -29.306 |   45 |   35 | -12 |   39 | 0.74 |  3.12 | 11.43 |     0 |     0 |       0 |
| G359.6815-0.0842 | 266.2973 | -29.2518 |   43 |   43 |  28 |   43 | 0.92 |  4.53 | 13.71 |     0 |     0 |       0 |
| G359.6930-0.0658 | 266.2861 | -29.2324 |   48 |   28 | 114 |   37 | 1.44 |   5.3 | 21.46 |     0 |     0 |       0 |
| G359.6956-0.2986 | 266.5155 | -29.3515 |   32 |   19 |  69 |   24 | 0.61 |  0.98 |  9.63 |     0 |     0 |       0 |
| G359.7026-0.2601 | 266.4821 | -29.3255 |   27 |   22 |  38 |   24 | 0.62 |  0.99 |   9.2 |     0 |     0 |       0 |
| G359.7242-0.3799 | 266.6122 | -29.3694 |   39 |   25 | 132 |   31 | 0.54 |  1.43 |  8.24 |     0 |     0 |       0 |
| G359.7338-0.1639 | 266.4065 | -29.2488 |   39 |   20 |  24 |   28 | 0.51 |  1.09 |  7.06 |     0 |     0 |       0 |
| G359.7340+0.0032 | 266.2433 | -29.1615 |   62 |   29 |  90 |   43 | 1.14 |   5.6 | 16.14 |     0 |     0 |       0 |
| G359.7426+0.0302 |  266.222 |   -29.14 |   50 |   30 | 103 |   38 | 0.88 |  3.51 | 12.77 |     0 |     0 |       0 |
| G359.7435+0.0196 | 266.2329 | -29.1448 |   38 |   23 | -36 |   30 | 0.69 |  1.63 | 10.12 |     0 |     0 |       0 |
| G359.7475-0.0359 | 266.2896 | -29.1704 |   32 |   29 | -19 |   30 | 0.59 |  1.49 |  8.61 |     0 |     0 |       0 |
| G359.7513-0.1447 | 266.3981 | -29.2239 |   35 |   32 |  80 |   33 | 0.82 |  2.45 | 11.76 |     0 |     0 |       0 |
| G359.7524+0.0426 | 266.2159 | -29.1252 |   54 |   35 |  95 |   43 | 0.91 |  4.66 | 12.76 |     0 |     0 |       0 |
| G359.7781-0.0852 |  266.356 | -29.1699 |   41 |   34 | 127 |   37 | 0.93 |  3.48 | 13.52 |     0 |     0 |       0 |
| G359.7822-0.1284 | 266.4006 |  -29.189 |   24 |   21 | -29 |   22 | 0.62 |  0.85 |  8.49 |     0 |     0 |       0 |
| G359.8153+0.0262 | 266.2694 | -29.0801 |   26 |   23 | 125 |   24 | 0.62 |  0.98 |  8.98 |     0 |     0 |       0 |
| G359.8170-0.0731 | 266.3674 | -29.1305 |   24 |   20 |  51 |   22 | 0.59 |  0.77 |  7.64 |     0 |     0 |       0 |
| G359.8184-0.1286 | 266.4225 | -29.1582 |   46 |   20 | -21 |   30 | 0.55 |  1.36 |  7.43 |     0 |     0 |       0 |
| G359.8193+0.0365 | 266.2617 | -29.0713 |   50 |   39 | 139 |   44 | 0.86 |  4.52 | 12.92 |     0 |     0 |       0 |
| G359.8404-0.1180 | 266.4252 | -29.1339 |   32 |   24 | -23 |   28 | 0.66 |  1.39 |  7.89 |     0 |     0 |       0 |
| G359.8514-0.3319 | 266.6411 | -29.2358 |   32 |   27 | 127 |   29 | 0.75 |  1.74 | 10.81 |     0 |     0 |       0 |
| G359.8528-0.0862 | 266.4016 | -29.1067 |   40 |   28 |  88 |   33 | 3.28 |  9.85 | 37.14 |     0 |     0 |       0 |
| G359.8552-0.1079 | 266.4241 |  -29.116 |   28 |   21 |  52 |   25 | 0.81 |  1.33 |  8.84 |     0 |     0 |       0 |
| G359.8690-0.1026 | 266.4272 | -29.1015 |   50 |   34 | -11 |   41 | 1.65 |  7.53 | 16.72 |     0 |     0 |       0 |
| G359.8710-0.0660 | 266.3926 | -29.0807 |   41 |   19 |  -5 |   28 | 0.55 |  1.19 |  5.53 |     0 |     0 |       0 |
| G359.8752+0.0256 | 266.3057 | -29.0293 |   27 |   19 |  47 |   23 | 0.56 |   0.8 |   7.5 |     0 |     0 |       0 |
| G359.8768-0.0884 | 266.4179 | -29.0874 |   20 |   19 |  67 |   20 | 0.98 |  1.04 |  9.59 |     0 |     0 |       0 |
| G359.8854-0.0763 | 266.4113 | -29.0737 |   56 |   24 |  11 |   37 | 3.07 | 11.24 | 27.81 |     0 |     0 |       0 |
| G359.9030+0.0417 | 266.3066 | -28.9972 |   34 |   25 |  -6 |   29 | 1.19 |  2.72 | 17.12 |     0 |     0 |       0 |
| G359.9106+0.0261 | 266.3264 | -28.9989 |   30 |   22 |  80 |   26 | 0.63 |  1.12 |  8.28 |     0 |     0 |       0 |
| G359.9131-0.1299 | 266.4802 |  -29.078 |   44 |   24 | 135 |   33 | 0.99 |  2.93 | 11.45 |     0 |     0 |       0 |
| G359.9214+0.0276 | 266.3313 | -28.9889 |   40 |   40 |  28 |   40 | 1.04 |  4.49 | 12.76 |     0 |     0 |       0 |
| G359.9553-0.0894 | 266.4657 | -29.0209 |   35 |   19 |  55 |   26 | 0.62 |  1.12 |  5.68 |     0 |     0 |       0 |
| G359.9886-0.4599 |  266.848 | -29.1848 |   27 |   19 |  -1 |   23 | 0.52 |  0.73 |  6.86 |     0 |     0 |       0 |
