|             Name |       ra |      dec | amaj | amin |  PA | FWHM |   Sp |  Sint |   S_N | nYSOs | nMIPS | nSIMBAD |
| G038.9723-0.4595 | 286.0321 |   5.1632 |   32 |   25 | 138 |   28 | 0.73 |  1.59 |  8.02 |     0 |     0 |       0 |
| G041.0308-0.2262 | 286.7746 |   7.0989 |   30 |   23 |  58 |   26 |  0.7 |   1.3 |  7.23 |     0 |     0 |       0 |
| G041.0992-0.2363 | 286.8153 |    7.155 |   37 |   26 |  35 |   31 | 0.64 |  1.66 |  6.52 |     0 |     0 |       0 |
| G042.4201-0.2595 | 287.4504 |   8.3166 |   37 |   30 |  80 |   34 | 0.68 |  2.09 |  6.24 |     0 |     0 |       0 |
| G042.4576-0.2673 | 287.4748 |   8.3463 |   22 |   19 |  96 |   20 | 0.55 |  0.62 |  5.42 |     0 |     0 |       0 |
| G043.0982+0.0507 | 287.4885 |   9.0614 |   27 |   19 | 100 |   22 | 0.55 |  0.75 |  5.96 |     0 |     0 |       0 |
| G043.1073+0.0439 | 287.4989 |   9.0662 |   40 |   22 |  36 |   30 | 0.61 |  1.51 |  6.26 |     0 |     0 |       0 |
| G043.1401-0.0592 | 287.6069 |   9.0478 |   24 |   21 |  44 |   23 | 0.59 |  0.82 |  5.96 |     0 |     0 |       0 |
| G043.1696-0.5219 |  288.036 |   8.8599 |   28 |   20 |  61 |   24 | 0.69 |  1.09 |  6.79 |     0 |     0 |       0 |
| G043.2256-0.0391 | 287.6288 |   9.1328 |   30 |   20 |   8 |   24 | 0.66 |  1.08 |  6.73 |     0 |     0 |       0 |
| G043.5188+0.0151 | 287.7174 |   9.4179 |   26 |   26 |  93 |   26 | 0.78 |  1.47 |   7.5 |     0 |     0 |       0 |
| G043.5272+0.0179 | 287.7188 |   9.4266 |   28 |   23 |  65 |   26 | 0.65 |  1.16 |  6.06 |     0 |     0 |       0 |
| G043.8840-0.7944 |  288.616 |   9.3665 |   34 |   22 | -13 |   27 | 0.65 |  1.31 |  6.09 |     0 |     0 |       0 |
| G045.4212+0.0838 | 288.5513 |  11.1357 |   33 |   19 |  51 |   25 | 0.54 |  0.93 |   6.6 |     0 |     0 |       0 |
| G045.4733+0.0433 | 288.6125 |  11.1629 |   30 |   19 |  80 |   24 | 0.66 |  1.03 |  7.48 |     0 |     0 |       0 |
| G045.5356+0.1411 | 288.5537 |  11.2636 |   29 |   28 |   2 |   28 | 0.53 |  1.14 |  5.78 |     0 |     0 |       0 |
| G045.5439-0.0324 | 288.7142 |  11.1903 |   37 |   26 |  71 |   31 | 0.54 |  1.39 |  6.04 |     0 |     0 |       0 |
| G046.0989+0.2677 | 288.7064 |  11.8212 |   26 |   19 | 126 |   22 | 0.51 |  0.69 |  5.12 |     0 |     0 |       0 |
| G046.1706-0.0982 | 289.0713 |  11.7144 |   31 |   24 |  11 |   28 | 0.74 |  1.54 |  7.52 |     0 |     0 |       0 |
| G046.4154-0.1521 | 289.2367 |  11.9057 |   22 |   19 | 158 |   21 | 0.52 |   0.6 |   5.0 |     0 |     0 |       0 |
| G046.4696-0.0111 | 289.1349 |  12.0195 |   23 |   19 | -13 |   21 | 0.51 |  0.62 |  5.09 |     0 |     0 |       0 |
| G048.6158+0.0856 | 290.0778 |  13.9616 |   26 |   23 |  81 |   24 |  0.8 |  1.29 |  9.19 |     0 |     0 |       0 |
| G048.8703-0.2715 | 290.5259 |  14.0182 |   29 |   19 |  57 |   24 | 0.51 |  0.77 |  6.24 |     0 |     0 |       0 |
| G048.8905-0.2649 | 290.5297 |  14.0391 |   27 |   27 |  94 |   27 | 0.83 |  1.64 |  9.71 |     0 |     0 |       0 |
| G048.8911-0.2812 | 290.5448 |   14.032 |   28 |   19 |  11 |   23 | 0.78 |  1.14 |  9.69 |     0 |     0 |       0 |
| G049.0548-0.3340 | 290.6724 |  14.1515 |   32 |   19 |  75 |   25 | 0.54 |  0.89 |  6.41 |     0 |     0 |       0 |
| G049.0612-0.3546 | 290.6943 |  14.1473 |   32 |   24 | 145 |   28 | 0.79 |  1.68 |  9.35 |     0 |     0 |       0 |
| G049.0762-0.2693 |  290.624 |  14.2008 |   31 |   26 |  -5 |   29 | 0.81 |  1.81 |  8.22 |     0 |     0 |       0 |
| G049.1525-0.3667 | 290.7496 |  14.2222 |   39 |   26 |  87 |   32 | 1.16 |  3.17 | 11.87 |     0 |     0 |       0 |
| G049.1580-0.2179 |  290.617 |  14.2972 |   35 |   31 |  49 |   33 | 0.69 |  2.04 |   7.7 |     0 |     0 |       0 |
| G049.2527-0.4106 | 290.8385 |  14.2898 |   26 |   24 |  21 |   25 | 1.01 |  1.73 | 11.64 |     0 |     0 |       0 |
| G049.2720-0.3430 | 290.7864 |  14.3387 |   31 |   19 | 136 |   24 | 0.64 |  1.02 |  6.24 |     0 |     0 |       0 |
| G049.3228-0.3461 | 290.8139 |   14.382 |   26 |   23 |  75 |   25 | 0.51 |  0.85 |  5.41 |     0 |     0 |       0 |
| G049.3309-0.2837 | 290.7611 |  14.4186 |   33 |   22 |  73 |   27 | 0.53 |  1.03 |  5.54 |     0 |     0 |       0 |
| G049.3482-0.3001 | 290.7844 |  14.4262 |   31 |   24 | -11 |   27 | 1.53 |  3.01 |  15.2 |     0 |     0 |       0 |
| G049.3538-0.3538 | 290.8361 |  14.4057 |   46 |   30 |  91 |   37 | 0.87 |   3.2 |  8.66 |     0 |     0 |       0 |
| G049.3808-0.3497 | 290.8455 |  14.4314 |   27 |   19 | 100 |   23 | 0.79 |  1.09 |  7.02 |     0 |     0 |       0 |
| G049.4011-0.2263 |  290.743 |  14.5076 |   43 |   31 |  83 |   36 | 0.78 |  2.78 |   7.5 |     0 |     0 |       0 |
| G049.4134-0.3537 | 290.8651 |  14.4583 |   30 |   22 |  10 |   26 | 0.96 |  1.75 |  8.71 |     0 |     0 |       0 |
| G049.4667-0.4274 | 290.9581 |  14.4704 |   26 |   26 | 141 |   26 | 0.89 |  1.57 |  7.67 |     0 |     0 |       0 |
| G049.4739-0.2957 | 290.8417 |   14.539 |   43 |   21 | 119 |   30 | 0.56 |  1.39 |  5.28 |     0 |     0 |       0 |
| G049.4756-0.3471 | 290.8894 |  14.5162 |   21 |   19 |  33 |   20 | 1.15 |  1.28 |  7.22 |     0 |     0 |       0 |
| G049.4909-0.2857 | 290.8409 |  14.5587 |   26 |   19 |  57 |   22 | 0.62 |  0.83 |  5.53 |     0 |     0 |       0 |
| G049.5086-0.4311 |  290.982 |  14.5055 |   25 |   19 |  63 |   22 | 0.73 |  0.95 |  6.47 |     0 |     0 |       0 |
| G049.5300-0.3478 | 290.9165 |  14.5639 |   37 |   29 | 132 |   33 | 1.32 |  3.86 |  9.14 |     0 |     0 |       0 |
| G049.5665-0.3536 | 290.9397 |  14.5932 |   29 |   20 |  72 |   24 | 0.81 |  1.26 |  7.46 |     0 |     0 |       0 |
| G049.7263-0.0119 | 290.7063 |  14.8955 |   35 |   27 | -38 |   31 | 1.35 |  3.44 | 13.78 |     0 |     0 |       0 |
| G049.8279+0.3608 | 290.4156 |  15.1608 |   21 |   19 |  92 |   20 | 0.64 |  0.68 |  5.88 |     0 |     0 |       0 |
| G049.9842-0.1364 |  290.946 |   15.064 |   42 |   23 | -27 |   31 | 0.75 |  1.98 |   7.2 |     0 |     0 |       0 |
| G050.2712-0.4414 | 291.3651 |  15.1722 |   30 |   20 |  65 |   24 | 0.63 |  1.01 |  6.51 |     0 |     0 |       0 |
| G051.3765-0.0195 | 291.5247 |  16.3453 |   31 |   22 | 115 |   26 | 0.63 |  1.18 |   6.6 |     0 |     0 |       0 |
| G053.0329+0.0870 | 292.2532 |   17.852 |   25 |   21 |  95 |   23 | 0.59 |  0.87 |  6.24 |     0 |     0 |       0 |
| G053.0923+0.1181 | 292.2544 |  17.9191 |   27 |   25 | 169 |   26 | 0.73 |  1.33 |  8.15 |     0 |     0 |       0 |
| G053.1761+0.1834 | 292.2363 |  18.0238 |   43 |   19 |  66 |   29 | 0.93 |  2.06 | 10.59 |     0 |     0 |       0 |
| G053.5909-0.2464 | 292.8425 |  18.1815 |   32 |   24 |  -6 |   28 | 0.69 |  1.46 |  8.76 |     0 |     0 |       0 |
| G053.6324+0.2061 | 292.4455 |  18.4353 |   40 |   24 | 131 |   31 | 0.71 |  1.85 |  8.91 |     0 |     0 |       0 |
| G053.8148-0.0676 | 292.7908 |  18.4638 |   39 |   23 | 100 |   30 | 0.67 |   1.6 |  8.41 |     0 |     0 |       0 |
| G054.7234-0.1504 | 293.3308 |  19.2198 |   38 |   20 |  99 |   28 | 0.56 |  1.17 |  6.35 |     0 |     0 |       0 |
| G059.7576-0.0141 | 295.8578 |  23.6732 |   25 |   21 | 141 |   23 | 0.52 |  0.75 |  5.68 |     0 |     0 |       0 |
| G059.7694+0.0823 | 295.7729 |  23.7314 |   23 |   19 |  61 |   21 | 0.55 |  0.65 |  6.18 |     0 |     0 |       0 |
| G300.9194+0.9815 | 188.5949 | -61.8237 |   28 |   20 | 131 |   23 | 0.65 |  0.96 |  5.64 |     0 |     0 |       0 |
| G301.1169+0.9771 | 189.0118 | -61.8405 |   41 |   33 |  81 |   37 | 1.61 |  5.89 | 14.69 |     0 |     0 |       0 |
| G301.1229+0.9831 | 189.0253 | -61.8349 |   30 |   19 |  61 |   24 | 0.62 |  0.97 |  5.68 |     0 |     0 |       0 |
| G304.5990+0.3511 | 196.4686 |  -62.474 |   23 |   19 | 130 |   21 | 0.53 |  0.62 |  5.85 |     0 |     0 |       0 |
| G305.0943+0.2510 | 197.5531 |  -62.542 |   60 |   20 |  24 |   34 | 0.67 |  2.14 |  6.91 |     0 |     0 |       0 |
| G305.0955+0.0877 | 197.5817 | -62.7048 |   36 |   25 |  50 |   30 | 0.85 |  2.04 |  8.97 |     0 |     0 |       0 |
| G305.1293-0.0271 |  197.674 | -62.8168 |   29 |   21 |  63 |   25 | 0.56 |  0.92 |  5.91 |     0 |     0 |       0 |
| G305.1437+0.2076 | 197.6671 | -62.5817 |   26 |   24 |  24 |   25 | 0.85 |  1.47 |  9.33 |     0 |     0 |       0 |
| G305.1543+0.0477 | 197.7161 | -62.7403 |   33 |   26 | 124 |   29 | 0.66 |  1.51 |  6.22 |     0 |     0 |       0 |
| G305.1721+0.0079 | 197.7616 | -62.7786 |   26 |   19 | 133 |   22 |  0.6 |  0.81 |   6.1 |     0 |     0 |       0 |
| G305.2267-0.0262 | 197.8864 | -62.8084 |   38 |   19 |  22 |   27 | 0.62 |  1.23 |  5.86 |     0 |     0 |       0 |
| G305.2276+0.2861 | 197.8356 |  -62.497 |   39 |   19 |  55 |   27 | 0.73 |   1.5 |  8.43 |     0 |     0 |       0 |
| G305.2344-0.0342 | 197.9046 | -62.8157 |   31 |   19 |  82 |   24 |  0.6 |  0.96 |  6.29 |     0 |     0 |       0 |
| G305.2350-0.0231 |  197.904 | -62.8046 |   53 |   26 |  18 |   38 | 1.56 |  5.95 | 19.35 |     0 |     0 |       0 |
| G305.2369+0.2846 | 197.8559 | -62.4977 |   35 |   21 |  96 |   27 | 0.83 |  1.66 |  9.56 |     0 |     0 |       0 |
| G305.2423-0.0290 | 197.9209 |   -62.81 |   23 |   19 | 117 |   21 | 0.58 |   0.7 |  6.26 |     0 |     0 |       0 |
| G305.2424+0.2763 | 197.8692 | -62.5056 |   47 |   21 |   3 |   32 | 0.68 |  1.86 |  7.47 |     0 |     0 |       0 |
| G305.2501-0.0273 | 197.9375 | -62.8077 |   33 |   19 |  16 |   25 | 0.63 |  1.08 |  7.53 |     0 |     0 |       0 |
| G305.2581+0.3275 | 197.8944 | -62.4533 |   55 |   19 |  83 |   32 | 0.77 |   2.2 |  8.39 |     0 |     0 |       0 |
| G305.2608+0.3083 | 197.9034 | -62.4723 |   56 |   30 |  54 |   41 | 0.71 |  3.22 |  8.24 |     0 |     0 |       0 |
| G305.2719-0.0309 | 197.9857 | -62.8096 |   34 |   19 |  66 |   26 | 0.57 |  1.01 |  5.47 |     0 |     0 |       0 |
| G305.3187+0.3130 | 198.0276 |  -62.463 |   30 |   28 |  66 |   29 | 0.51 |  1.16 |  6.03 |     0 |     0 |       0 |
| G305.3834+0.2565 |  198.177 | -62.5141 |   30 |   22 | 111 |   26 | 0.74 |  1.32 |  7.38 |     0 |     0 |       0 |
| G305.3921+0.2655 | 198.1943 | -62.5044 |   29 |   22 |   4 |   25 | 0.51 |  0.88 |  5.47 |     0 |     0 |       0 |
| G305.4126+0.2061 | 198.2493 | -62.5619 |   22 |   19 | 171 |   20 | 0.57 |  0.63 |  5.46 |     0 |     0 |       0 |
| G305.5114+0.3509 | 198.4357 | -62.4092 |   40 |   22 |  41 |   30 |  0.6 |  1.43 |  6.62 |     0 |     0 |       0 |
| G305.5126+0.3339 | 198.4415 |  -62.426 |   25 |   22 | -10 |   23 | 0.62 |  0.91 |  6.52 |     0 |     0 |       0 |
| G305.5215-0.0176 | 198.5273 | -62.7753 |   34 |   23 |   5 |   28 | 0.74 |  1.58 |   8.1 |     0 |     0 |       0 |
| G305.5361-0.0195 | 198.5596 |  -62.776 |   24 |   24 | 155 |   24 | 0.69 |  1.07 |  7.09 |     0 |     0 |       0 |
| G305.5457-0.0148 | 198.5796 | -62.7704 |   32 |   19 |  97 |   25 | 0.54 |   0.9 |   5.8 |     0 |     0 |       0 |
| G305.5476-0.0559 | 198.5917 | -62.8113 |   31 |   23 | 104 |   26 | 0.81 |  1.53 |  8.57 |     0 |     0 |       0 |
| G305.5753-0.2259 | 198.6856 | -62.9781 |   27 |   23 |  30 |   25 | 0.52 |  0.88 |  5.28 |     0 |     0 |       0 |
| G305.5890+0.4609 | 198.5814 | -62.2928 |   39 |   28 |  98 |   33 | 0.64 |  1.88 |  6.54 |     0 |     0 |       0 |
| G305.6308+0.5045 | 198.6627 | -62.2456 |   36 |   21 |  47 |   27 | 0.66 |  1.33 |  6.51 |     0 |     0 |       0 |
| G305.7764-0.2489 | 199.1311 | -62.9821 |   24 |   24 |  88 |   24 | 0.92 |  1.45 | 10.37 |     0 |     0 |       0 |
| G305.8941+0.0116 | 199.3313 | -62.7113 |   23 |   19 | 115 |   21 | 0.67 |  0.81 |  6.82 |     0 |     0 |       0 |
| G307.6099-0.2937 | 203.1342 | -62.7916 |   25 |   21 |  56 |   23 | 0.73 |  1.06 |  6.95 |     0 |     0 |       0 |
| G307.6281-0.3145 | 203.1808 | -62.8093 |   42 |   25 |  67 |   32 | 0.72 |  2.05 |  6.72 |     0 |     0 |       0 |
| G308.0930-0.4146 | 204.2207 | -62.8302 |   28 |   23 |  90 |   26 | 0.92 |  1.63 |  8.56 |     0 |     0 |       0 |
| G308.6720+0.5392 | 205.0729 |  -61.787 |   23 |   23 |  88 |   23 | 0.67 |  0.99 |  6.46 |     0 |     0 |       0 |
| G308.7443+0.5324 | 205.2256 | -61.7799 |   39 |   22 |   5 |   29 | 0.77 |  1.75 |  6.82 |     0 |     0 |       0 |
| G308.9083+0.1148 | 205.7407 | -62.1577 |   22 |   22 | 142 |   22 | 0.53 |   0.7 |  5.12 |     0 |     0 |       0 |
| G309.1173-0.2042 | 206.3201 | -62.4277 |   34 |   31 |  61 |   32 | 0.72 |  2.06 |   7.3 |     0 |     0 |       0 |
| G309.8792+0.3941 | 207.6299 | -61.6782 |   24 |   19 |  34 |   21 | 0.64 |  0.79 |  5.22 |     0 |     0 |       0 |
| G309.9162+0.4925 | 207.6588 |  -61.574 |   21 |   19 |  79 |   20 | 0.69 |  0.76 |  5.44 |     0 |     0 |       0 |
| G309.9336+0.3968 | 207.7404 | -61.6632 |   29 |   19 |  58 |   24 | 0.66 |   1.0 |  5.58 |     0 |     0 |       0 |
| G310.0894-0.2837 |  208.401 | -62.2885 |   27 |   20 |  86 |   23 | 0.55 |  0.78 |  5.03 |     0 |     0 |       0 |
| G310.8798+0.0046 | 209.8805 |  -61.812 |   27 |   24 |  90 |   25 | 2.26 |  3.94 | 19.35 |     0 |     0 |       0 |
| G310.8884+0.0051 | 209.8978 | -61.8093 |   21 |   19 |  40 |   20 | 0.75 |  0.81 |  6.53 |     0 |     0 |       0 |
| G311.2023+0.7226 | 210.1373 | -61.0346 |   23 |   19 | 134 |   21 | 0.57 |  0.68 |  5.41 |     0 |     0 |       0 |
| G311.4659+0.3724 | 210.8594 | -61.3008 |   34 |   19 |  52 |   25 | 0.86 |   1.5 |  7.82 |     0 |     0 |       0 |
| G311.4903+0.4192 | 210.8814 | -61.2491 |   36 |   22 | 116 |   28 | 0.73 |  1.57 |  6.08 |     0 |     0 |       0 |
| G311.9244+0.2237 |  211.863 | -61.3139 |   31 |   24 |  78 |   28 | 1.01 |  2.09 |  8.65 |     0 |     0 |       0 |
| G311.9343+0.2279 | 211.8801 |  -61.307 |   27 |   27 |  32 |   27 | 0.67 |  1.32 |  5.39 |     0 |     0 |       0 |
| G312.0402+0.0825 | 212.1801 | -61.4152 |   26 |   22 |   8 |   24 |  0.8 |  1.22 |  6.58 |     0 |     0 |       0 |
| G313.2888-0.3338 | 214.9314 | -61.4176 |   28 |   19 |  70 |   23 | 0.64 |  0.92 |  6.11 |     0 |     0 |       0 |
| G313.6945+0.1019 | 215.4173 | -60.8705 |   27 |   19 | 135 |   23 | 0.57 |  0.79 |  5.47 |     0 |     0 |       0 |
| G313.7108-0.1754 | 215.6452 | -61.1253 |   41 |   21 |  65 |   29 | 0.56 |  1.29 |  5.28 |     0 |     0 |       0 |
| G313.7427+0.1109 | 215.5041 | -60.8455 |   36 |   22 | 117 |   28 |  0.6 |  1.31 |  5.49 |     0 |     0 |       0 |
| G314.2156+0.2997 |  216.275 | -60.5038 |   32 |   19 |  77 |   25 | 0.58 |  0.99 |  5.18 |     0 |     0 |       0 |
| G314.2189+0.2607 | 216.3093 | -60.5391 |   31 |   21 |  93 |   26 | 1.53 |  2.74 | 11.85 |     0 |     0 |       0 |
| G314.2339+0.3297 | 216.2882 | -60.4693 |   23 |   23 | -78 |   23 | 0.75 |  1.06 |  6.14 |     0 |     0 |       0 |
| G314.2565+0.0989 | 216.4982 |  -60.677 |   31 |   22 |  76 |   26 | 0.58 |   1.1 |  5.25 |     0 |     0 |       0 |
| G314.2589+0.4137 | 216.2754 | -60.3819 |   29 |   27 | 158 |   28 | 0.63 |  1.31 |  5.28 |     0 |     0 |       0 |
| G314.2614+0.4043 | 216.2868 | -60.3898 |   25 |   19 |  54 |   22 | 0.56 |  0.73 |  5.17 |     0 |     0 |       0 |
| G316.5318+0.1016 | 220.7237 | -59.7943 |   23 |   22 | 101 |   23 | 0.54 |  0.76 |  6.07 |     0 |     0 |       0 |
| G316.7544-0.0128 | 221.2207 | -59.8049 |   28 |   19 |  61 |   23 | 0.66 |  0.93 |  6.88 |     0 |     0 |       0 |
| G316.9398+0.3031 | 221.2885 | -59.4402 |   42 |   31 | 130 |   36 | 0.94 |  3.29 |  8.87 |     0 |     0 |       0 |
| G317.0076+0.0471 | 221.6246 | -59.6429 |   24 |   19 |  93 |   21 | 0.61 |  0.74 |  5.75 |     0 |     0 |       0 |
| G317.0277+0.0177 | 221.6855 | -59.6608 |   23 |   19 | 113 |   21 | 0.55 |  0.65 |  5.39 |     0 |     0 |       0 |
| G317.2870+0.1934 | 221.9974 | -59.3904 |   36 |   26 |  25 |   31 | 0.69 |  1.76 |  6.22 |     0 |     0 |       0 |
| G317.3398+0.1054 |  222.166 | -59.4468 |   41 |   31 | 107 |   35 |  0.7 |  2.38 |  6.59 |     0 |     0 |       0 |
| G317.3645+0.1283 | 222.1902 | -59.4154 |   32 |   32 | 147 |   32 | 0.74 |  1.99 |  6.22 |     0 |     0 |       0 |
| G317.3887+0.1195 | 222.2405 | -59.4127 |   28 |   19 |  42 |   23 |  0.7 |  1.02 |   5.6 |     0 |     0 |       0 |
| G317.8674-0.3089 | 223.4607 | -59.5835 |   23 |   19 |  92 |   21 | 0.82 |  0.96 |  9.89 |     0 |     0 |       0 |
| G317.8681+0.1521 | 223.0544 | -59.1715 |   29 |   19 |  91 |   24 | 0.64 |  0.97 |  8.26 |     0 |     0 |       0 |
| G319.7904-0.4596 | 226.9034 | -58.8007 |   28 |   20 | 122 |   23 | 0.62 |  0.93 |  6.45 |     0 |     0 |       0 |
| G319.8307+0.7918 | 225.8021 | -57.6908 |   56 |   23 |   9 |   36 | 0.85 |  2.95 |   8.9 |     0 |     0 |       0 |
| G319.8623+0.7840 |  225.861 | -57.6823 |   36 |   22 |  47 |   28 | 0.64 |  1.38 |  6.77 |     0 |     0 |       0 |
| G319.8990+0.7906 |  225.915 | -57.6588 |   53 |   39 | -11 |   45 | 0.92 |  5.12 | 10.58 |     0 |     0 |       0 |
| G320.1406-0.4104 | 227.4388 | -58.5825 |   24 |   19 |  86 |   22 | 0.52 |  0.65 |  6.84 |     0 |     0 |       0 |
| G320.1758+0.8306 |  226.329 | -57.4887 |   25 |   19 | 148 |   22 | 0.56 |  0.73 |  7.65 |     0 |     0 |       0 |
| G320.1873+0.7909 |  226.384 | -57.5177 |   53 |   20 |  89 |   32 |  0.6 |   1.7 |  7.69 |     0 |     0 |       0 |
| G320.2298-0.1653 | 227.3496 | -58.3259 |   30 |   25 |  58 |   27 | 0.63 |  1.25 |  8.52 |     0 |     0 |       0 |
| G320.2469+0.4048 | 226.8379 | -57.8238 |   35 |   30 |  67 |   32 | 3.52 |  10.0 |  43.1 |     0 |     0 |       0 |
| G320.2512-0.1894 | 227.4079 | -58.3359 |   26 |   26 |  34 |   26 | 0.82 |   1.5 | 10.45 |     0 |     0 |       0 |
| G320.2715+0.2920 | 226.9836 | -57.9093 |   33 |   21 | -16 |   26 | 0.62 |  1.15 |   8.6 |     0 |     0 |       0 |
| G320.2932-0.3137 |  227.597 | -58.4219 |   43 |   21 | 110 |   30 | 0.53 |  1.31 |  6.94 |     0 |     0 |       0 |
| G320.3382-0.1637 | 227.5262 | -58.2697 |   42 |   24 | 114 |   31 | 0.68 |  1.79 |  9.01 |     0 |     0 |       0 |
| G320.3385-0.1534 | 227.5167 | -58.2607 |   24 |   19 |  61 |   22 | 0.55 |  0.69 |  7.47 |     0 |     0 |       0 |
| G320.3482-0.2230 | 227.5997 | -58.3157 |   32 |   28 | -14 |   30 | 1.27 |  3.07 | 17.38 |     0 |     0 |       0 |
| G320.3677-0.2821 | 227.6888 | -58.3567 |   37 |   22 | -29 |   29 | 0.68 |  1.53 |  9.09 |     0 |     0 |       0 |
| G320.6747+0.2334 | 227.6933 | -57.7567 |   29 |   26 |  90 |   28 | 0.58 |  1.19 |  8.27 |     0 |     0 |       0 |
| G320.8495-0.5359 | 228.7249 | -58.3263 |   26 |   22 |  58 |   24 | 0.55 |  0.84 |  8.14 |     0 |     0 |       0 |
| G321.0151-0.5214 | 228.9787 | -58.2273 |   33 |   19 | 100 |   25 | 0.52 |  0.87 |   7.4 |     0 |     0 |       0 |
| G321.1476-0.5704 | 229.2415 | -58.1992 |   42 |   31 |  38 |   36 | 0.51 |  1.82 |  7.63 |     0 |     0 |       0 |
| G323.3699+0.1670 | 231.9471 | -56.3701 |   34 |   19 | -16 |   26 | 0.53 |  0.94 |  7.06 |     0 |     0 |       0 |
| G323.7343-0.2693 | 232.9378 | -56.5227 |   27 |   21 |  54 |   24 | 1.01 |  1.53 | 11.05 |     0 |     0 |       0 |
| G323.9839+0.0697 | 232.9563 | -56.1019 |   39 |   26 |  -9 |   32 | 0.61 |  1.69 |  7.98 |     0 |     0 |       0 |
| G326.2828-0.5924 | 236.9301 | -55.2618 |   38 |   29 |  84 |   33 | 0.57 |   1.7 |  7.84 |     0 |     0 |       0 |
| G326.4006+0.9326 | 235.4819 | -53.9824 |   36 |   28 |  57 |   32 | 0.75 |  2.03 | 10.13 |     0 |     0 |       0 |
| G326.4688-0.3688 | 236.9433 | -54.9711 |   28 |   25 |  69 |   27 | 0.67 |  1.31 |  8.82 |     0 |     0 |       0 |
| G326.4724+0.8896 | 235.6234 | -53.9734 |   46 |   34 |  21 |   39 | 2.44 | 10.29 |  33.1 |     0 |     0 |       0 |
| G326.4923+0.8820 | 235.6583 | -53.9674 |   32 |   24 |  55 |   28 |  0.6 |  1.26 |  8.94 |     0 |     0 |       0 |
| G326.5654+0.1249 | 236.5475 | -54.5229 |   29 |   24 |  88 |   26 | 0.63 |  1.19 |  8.25 |     0 |     0 |       0 |
| G326.6123+0.8109 | 235.8937 | -53.9513 |   38 |   26 | 108 |   32 | 0.73 |  2.02 |  9.91 |     0 |     0 |       0 |
| G326.6441+0.4125 | 236.3511 | -54.2476 |   32 |   19 | -28 |   25 | 0.66 |  1.08 |   8.2 |     0 |     0 |       0 |
| G326.6950+0.5691 | 236.2561 | -54.0926 |   37 |   22 | -24 |   29 | 1.17 |   2.6 |  15.1 |     0 |     0 |       0 |
| G326.7378+0.6224 | 236.2582 | -54.0242 |   37 |   20 |  77 |   27 | 0.53 |  1.04 |  7.26 |     0 |     0 |       0 |
| G326.7381+0.5941 | 236.2882 | -54.0465 |   41 |   30 |  54 |   35 |  0.9 |  2.99 | 12.47 |     0 |     0 |       0 |
| G326.7406+0.5276 | 236.3608 | -54.0975 |   32 |   26 |  35 |   29 | 0.62 |  1.43 |  8.13 |     0 |     0 |       0 |
| G326.7418+0.6079 | 236.2788 | -54.0333 |   42 |   22 | 119 |   31 | 0.67 |  1.73 |  7.85 |     0 |     0 |       0 |
| G326.7479+0.5888 | 236.3069 | -54.0446 |   44 |   19 |  96 |   29 | 0.62 |   1.4 |  7.89 |     0 |     0 |       0 |
| G326.7509+0.5358 | 236.3662 | -54.0847 |   34 |   24 |  90 |   29 | 0.62 |  1.36 |  8.46 |     0 |     0 |       0 |
| G326.7533+0.6028 | 236.2996 | -54.0303 |   37 |   19 |  65 |   26 | 0.55 |  1.04 |  6.88 |     0 |     0 |       0 |
| G326.8051-0.1112 | 237.1239 | -54.5604 |   47 |   26 | 132 |   35 | 0.56 |  1.86 |  7.22 |     0 |     0 |       0 |
| G326.8693+0.0720 | 237.0147 |  -54.377 |   48 |   21 |  25 |   32 |  0.6 |  1.61 |  8.43 |     0 |     0 |       0 |
| G326.9425-0.1679 |   237.37 | -54.5192 |   40 |   24 | 141 |   31 |  0.6 |  1.58 |  8.02 |     0 |     0 |       0 |
| G326.9770-0.0855 | 237.3279 | -54.4334 |   33 |   23 |  92 |   28 | 0.74 |  1.52 | 10.47 |     0 |     0 |       0 |
| G326.9980-0.0159 | 237.2816 | -54.3658 |   32 |   24 |  59 |   28 | 0.65 |  1.37 |  9.22 |     0 |     0 |       0 |
| G326.9994-0.0583 | 237.3289 | -54.3981 |   38 |   35 |  89 |   37 | 0.53 |  1.93 |   7.5 |     0 |     0 |       0 |
| G327.0678-0.2901 | 237.6702 | -54.5363 |   62 |   24 |  22 |   38 | 0.53 |  2.12 |  7.24 |     0 |     0 |       0 |
| G327.1177-0.2953 | 237.7427 |  -54.509 |   45 |   28 |  40 |   35 | 0.63 |  2.12 |  8.52 |     0 |     0 |       0 |
| G327.2309-0.5041 | 238.1212 | -54.5997 |   40 |   32 | -29 |   36 | 0.79 |  2.74 | 10.67 |     0 |     0 |       0 |
| G327.2585-0.6051 | 238.2685 | -54.6605 |   24 |   19 |  92 |   21 | 0.53 |  0.64 |  6.68 |     0 |     0 |       0 |
| G327.2927-0.1955 | 237.8688 | -54.3213 |   42 |   27 |  -8 |   33 | 0.63 |  1.89 |   7.8 |     0 |     0 |       0 |
| G327.3119-0.5727 | 238.3044 | -54.6016 |   30 |   20 | 100 |   24 |  1.2 |  1.91 | 12.58 |     0 |     0 |       0 |
| G327.6394-0.9187 | 239.1214 | -54.6587 |   45 |   26 |  52 |   34 | 0.56 |  1.76 |  6.77 |     0 |     0 |       0 |
